"How to Train Your Dragon","2010","217387997"
"Analyze This","1999","106694016"
"Men in Black","1997","250147615"
"Grease","1978","181360000"
"The Sum of All Fears","2002","118471320"
"Hannibal","2001","165091464"
"Crocodile Dundee II","1988","109306210"
"Nutty Professor II: The Klumps","2000","123307945"
"Cloudy with a Chance of Meatballs","2009","124870275"
"The Bourne Legacy","2012","113165635"
"The Sixth Sense","1999","293501675"
"Star Wars","1977","460935665"
"Kung Fu Panda 2","2011","165230261"
"We're the Millers","2013","150368971"
"My Big Fat Greek Wedding","2002","241437427"
"The Blair Witch Project","1999","140530114"
"The Silence of the Lambs","1991","130727000"
"Slumdog Millionaire","2008","141319195"
"8 Mile","2002","116724075"
"Wild Wild West","1999","113745408"
"Wayne's World","1992","121697350"
"Dumb &amp; Dumber","1994","127175354"
"There's Something About Mary","1998","176483808"
"Noah","2014","101160529"
"Stuart Little","1999","140015224"
"The Mummy Returns","2001","202007640"
"Yogi Bear","2010","100169068"
"Paul Blart: Mall Cop","2009","146336178"
"The Lion King","1994","422783777"
"How to Lose a Guy in 10 Days","2003","105807520"
"A Bug's Life","1998","162792677"
"The Break-Up","2006","118683135"
"Crocodile Dundee","1986","174635000"
"Spy Kids 3-D: Game Over","2003","111760631"
"Borat","2006","128505958"
"Brave","2012","237282182"
"Interview with the Vampire: The Vampire Chronicles","1994","105264608"
"The Matrix Reloaded","2003","281492479"
"The Hunger Games: Catching Fire","2013","424645577"
"Mrs. Doubtfire","1993","219200000"
"The Help","2011","169705587"
"Look Who's Talking","1989","140088813"
"George of the Jungle","1997","105263257"
"Home Alone","1990","285761243"
"Transformers","2007","318759914"
"Magic Mike","2012","113709992"
"The Princess Diaries","2001","108244774"
"The Equalizer","2014","100915604"
"Aladdin","1992","217350219"
"21 Jump Street","2012","138447667"
"Twins","1988","111936400"
"Madagascar 3: Europe's Most Wanted","2012","216366733"
"Argo","2012","136019448"
"An Officer and a Gentleman","1982","129795554"
"Shark Tale","2004","160762022"
"Charlie's Angels: Full Throttle","2003","100685880"
"Dr. Dolittle 2","2001","112950721"
"Bruce Almighty","2003","242589580"
"Elf","2003","173381405"
"Maleficent","2014","241407328"
"Cars 2","2011","191450875"
"Mission: Impossible","1996","180965237"
"The Da Vinci Code","2006","217536138"
"Good Will Hunting","1997","138339411"
"Batman","1989","251188924"
"The Santa Clause 2","2002","139225854"
"Talladega Nights: The Ballad of Ricky Bobby","2006","148213377"
"Night at the Museum","2006","250863268"
"Godzilla","2014","200661309"
"War of the Worlds","2005","234277056"
"World War Z","2013","202351611"
"Ratatouille","2007","206435493"
"Sweet Home Alabama","2002","127214072"
"King Kong","2005","218051260"
"The Hunger Games","2012","407999255"
"Daredevil","2003","102543518"
"American Beauty","1999","130058047"
"Unforgiven","1992","101157447"
"Indiana Jones and the Kingdom of the Crystal Skull","2008","317011114"
"I Now Pronounce You Chuck &amp; Larry","2007","119684970"
"Remember the Titans","2000","115648585"
"Miss Congeniality","2000","106807667"
"Four Christmases","2008","120136047"
"The Prince of Egypt","1998","101217900"
"City Slickers","1991","124033791"
"Spider-Man 2","2004","373377893"
"Rambo: First Blood Part II","1985","150415432"
"Toy Story 3","2010","414984497"
"Star Wars: Episode V - The Empire Strikes Back","1980","290158751"
"Bad Teacher","2011","100292856"
"Monsters vs. Aliens","2009","198332128"
"The Lego Movie","2014","257756197"
"The Matrix Revolutions","2003","139259759"
"Rocky III","1982","122823200"
"Vanilla Sky","2001","100614858"
"Charlie's Angels","2000","125305545"
"S.W.A.T.","2003","116643346"
"Doctor Zhivago","1965","111722000"
"Ice Age","2002","176387405"
"The Great Gatsby","2013","144812796"
"Shakespeare in Love","1998","100241322"
"Erin Brockovich","2000","125548685"
"X-Men","2000","157299717"
"Tarzan","1999","171085177"
"Mr. Deeds","2002","126203320"
"American Wedding","2003","104354205"
"Bolt","2008","114053579"
"The Curious Case of Benjamin Button","2008","127490802"
"Dreamgirls","2006","103338338"
"Chicago","2002","170684505"
"Star Trek","2009","257704099"
"Silver Linings Playbook","2012","132088910"
"The World Is Not Enough","1999","126930660"
"The Lord of the Rings: The Return of the King","2003","377019252"
"X-Men Origins: Wolverine","2009","179883016"
"Iron Man 3","2013","408992272"
"Freaky Friday","2003","110222438"
"A Few Good Men","1992","141340178"
"Fun with Dick and Jane","2005","110332737"
